batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-004,301,330,P2,verify_directory_fit_before_any_approval,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:330,200,yes,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,1,3,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:36:28.612Z
p2-004,381,480,P2,verify_directory_fit_before_any_approval,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:480,403,no,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:41:18.634Z
p2-004,382,484,P2,verify_directory_fit_before_any_approval,https://slice.uccs.edu/?p=804,slice.uccs.edu,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:484,200,yes,https://slice.uccs.edu/?p=804,slice.uccs.edu,3,13,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:41:19.428Z
p2-004,383,486,P2,verify_directory_fit_before_any_approval,https://snipplr.com/users/mcleanross?language=all,snipplr.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields",,login/register or OAuth signal found,yes,review_row:486,200,yes,https://snipplr.com/users/mcleanross?language=all,snipplr.com,1,2,no,no,no,yes,no,yes,no,no,no,,2026-05-22T08:41:26.471Z
p2-004,384,487,P2,verify_directory_fit_before_any_approval,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:487,200,yes,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,5,11,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T08:41:29.628Z
p2-004,385,493,P2,verify_directory_fit_before_any_approval,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge,speechandlanguagekids.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:493,200,yes,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge/,speechandlanguagekids.com,3,7,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:41:32.543Z
p2-004,386,495,P2,verify_directory_fit_before_any_approval,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2,squatuniversity.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 7 form(s), 29 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:495,200,yes,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2/,squatuniversity.com,7,29,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:41:41.184Z
p2-004,387,496,P2,verify_directory_fit_before_any_approval,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4,squatuniversity.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 7 form(s), 29 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:496,200,yes,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4/,squatuniversity.com,7,29,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:41:43.635Z
p2-004,388,498,P2,verify_directory_fit_before_any_approval,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members,stampstampede.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:498,200,yes,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members/,stampstampede.org,1,3,yes,no,no,yes,no,yes,yes,yes,no,,2026-05-22T08:41:45.700Z
p2-004,389,499,P2,verify_directory_fit_before_any_approval,https://startup88.com/,startup88.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:499,200,yes,https://startup88.com/,startup88.com,4,8,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:41:51.012Z
p2-004,390,506,P2,verify_directory_fit_before_any_approval,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:506,200,yes,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,0,1,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:41:54.460Z
p2-004,391,509,P2,verify_directory_fit_before_any_approval,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,stylelovely.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:509,200,yes,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,stylelovely.com,3,18,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:41:58.530Z
p2-004,392,510,P2,verify_directory_fit_before_any_approval,https://stylishpetite.com/2023/07/high-tea-at-langham-hotel-pasadena.html,stylishpetite.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:510,200,yes,https://stylishpetite.com/2023/07/high-tea-at-langham-hotel-pasadena.html,stylishpetite.com,3,20,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:42:00.759Z
p2-004,393,513,P2,verify_directory_fit_before_any_approval,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,superstore.co.jp,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,"HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; HTTP 404",,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:513,404,no,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,superstore.co.jp,2,3,yes,no,no,no,no,yes,yes,no,no,HTTP 404,2026-05-22T08:42:06.004Z
p2-004,394,514,P2,verify_directory_fit_before_any_approval,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories,sydnestyle.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:514,200,yes,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories/,sydnestyle.com,4,17,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T08:42:12.527Z
p2-004,395,515,P2,verify_directory_fit_before_any_approval,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation,syncedreview.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:515,200,yes,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation/,syncedreview.com,5,27,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:42:15.926Z
p2-004,396,516,P2,verify_directory_fit_before_any_approval,https://syncedreview.com/2024/09/09/microsofts-fully-pipelined-distributed-transformer-processes-16x-sequence-length-with-extreme-hardware-efficiency,syncedreview.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:516,200,yes,https://syncedreview.com/2024/09/09/microsofts-fully-pipelined-distributed-transformer-processes-16x-sequence-length-with-extreme-hardware-efficiency/,syncedreview.com,5,27,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T08:42:19.302Z
p2-004,397,520,P2,verify_directory_fit_before_any_approval,http://tech.winstonsalem.com/2011/09/frameworks-becoming-totally-responsible.html,tech.winstonsalem.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:520,200,yes,http://tech.winstonsalem.com/2011/09/frameworks-becoming-totally-responsible.html,tech.winstonsalem.com,1,2,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:42:21.075Z
p2-004,398,522,P2,verify_directory_fit_before_any_approval,https://www.techqiah.com/2024/11/192-168-100-1.html,techqiah.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:522,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:42:24.607Z
p2-004,399,523,P2,verify_directory_fit_before_any_approval,https://test.example/,test.example,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:523,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:42:34.619Z
p2-004,400,526,P2,verify_directory_fit_before_any_approval,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,thenerdswife.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:526,200,yes,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,thenerdswife.com,2,14,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:42:35.038Z
