batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-003,201,131,P2,verify_directory_fit_before_any_approval,https://blog.bmtmicro.com/4449-2,blog.bmtmicro.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 3 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:131,200,yes,https://blog.bmtmicro.com/4449-2/,blog.bmtmicro.com,3,16,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:36:28.583Z
p2-003,281,276,P2,verify_directory_fit_before_any_approval,https://www.ginjfo.com/actualites/logiciels/jeux-video-logiciels/les-sims-4-fetent-leur-25e-anniversaire-avec-du-nouveau-contenu-massif-20250227,ginjfo.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:276,200,yes,https://www.ginjfo.com/actualites/logiciels/jeux-video-logiciels/les-sims-4-fetent-leur-25e-anniversaire-avec-du-nouveau-contenu-massif-20250227,ginjfo.com,3,4,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T08:42:37.426Z
p2-003,282,287,P2,verify_directory_fit_before_any_approval,https://www.gizlogic.com/android-auto-8-4-lanzamiento,gizlogic.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:287,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:42:39.466Z
p2-003,283,289,P2,verify_directory_fit_before_any_approval,https://global21.oceansconference.org/2019/04/01/join-5000-ocean-technology-experts-at-ocean-business,global21.oceansconference.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 31 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:289,200,yes,https://global21.oceansconference.org/2019/04/01/join-5000-ocean-technology-experts-at-ocean-business/,global21.oceansconference.org,4,31,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:42:43.469Z
p2-003,284,290,P2,verify_directory_fit_before_any_approval,http://godchild.keenspot.com/comic/chapter-3-page-05,godchild.keenspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:290,200,yes,http://godchild.keenspot.com/comic/chapter-3-page-05/,godchild.keenspot.com,2,11,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:42:51.527Z
p2-003,285,291,P2,verify_directory_fit_before_any_approval,http://godchild.keenspot.com/comic/evolution-of-maggie,godchild.keenspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:291,200,yes,http://godchild.keenspot.com/comic/evolution-of-maggie/,godchild.keenspot.com,2,11,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T08:42:57.893Z
p2-003,286,296,P2,verify_directory_fit_before_any_approval,https://greenerideal.com/wellness/disconnect-to-reconnect-connecting-with-nature-in-the-digital-age,greenerideal.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:296,200,yes,https://greenerideal.com/wellness/disconnect-to-reconnect-connecting-with-nature-in-the-digital-age,greenerideal.com,3,7,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:43:00.749Z
p2-003,287,299,P2,verify_directory_fit_before_any_approval,https://happyhealthymama.com/air-fryer-apples-healthy.html,happyhealthymama.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 35 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:299,200,yes,https://happyhealthymama.com/air-fryer-apples-healthy.html,happyhealthymama.com,4,35,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:43:02.770Z
p2-003,288,300,P2,verify_directory_fit_before_any_approval,https://happyhourprojects.com/snake-bracelet,happyhourprojects.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:300,200,yes,https://happyhourprojects.com/snake-bracelet/,happyhourprojects.com,3,14,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:43:04.777Z
p2-003,289,302,P2,verify_directory_fit_before_any_approval,https://help.lametric.com/support/discussions/topics/6000067542,help.lametric.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:302,200,yes,https://help.lametric.com/support/discussions/topics/6000067542,help.lametric.com,1,1,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:43:09.408Z
p2-003,290,304,P2,verify_directory_fit_before_any_approval,https://holdtoreset.com/where-is-the-shipwreck-today-in-gta-online,holdtoreset.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,"HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; 3 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; HTTP 404",,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:304,404,no,https://holdtoreset.com/where-is-the-shipwreck-today-in-gta-online,holdtoreset.com,3,6,yes,no,no,no,no,yes,no,no,no,HTTP 404,2026-05-22T08:43:11.589Z
p2-003,291,315,P2,verify_directory_fit_before_any_approval,https://iotwreport.com/letitia-james-indicted-for-banking-fraud,iotwreport.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:315,200,yes,https://iotwreport.com/letitia-james-indicted-for-banking-fraud/,iotwreport.com,1,3,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T08:43:12.943Z
p2-003,292,317,P2,verify_directory_fit_before_any_approval,https://www.itsfilmedthere.com/2019/01/whats-happening.html,itsfilmedthere.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 2 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:317,200,yes,https://www.itsfilmedthere.com/2019/01/whats-happening.html,itsfilmedthere.com,2,6,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:43:16.250Z
p2-003,293,318,P2,verify_directory_fit_before_any_approval,https://jilliancyork.com/2010/02/20/on-memorability,jilliancyork.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 12 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:318,200,yes,https://jilliancyork.com/2010/02/20/on-memorability/,jilliancyork.com,1,12,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:43:18.098Z
p2-003,294,320,P2,verify_directory_fit_before_any_approval,https://joaniesimon.com/94f737822923f4567e1a7ce9681e5b9a-2,joaniesimon.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:320,200,yes,https://joaniesimon.com/94f737822923f4567e1a7ce9681e5b9a-2/,joaniesimon.com,0,0,no,no,yes,no,no,yes,no,no,no,,2026-05-22T08:43:22.337Z
p2-003,295,321,P2,verify_directory_fit_before_any_approval,https://joaniesimon.com/grilled-lemon-garlic-potato-kabobs/grilled-potato-kabobs-with-lemon-and-garlic,joaniesimon.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:321,200,yes,https://joaniesimon.com/grilled-lemon-garlic-potato-kabobs/grilled-potato-kabobs-with-lemon-and-garlic/,joaniesimon.com,0,0,no,no,yes,no,no,yes,no,no,no,,2026-05-22T08:43:25.902Z
p2-003,296,322,P2,verify_directory_fit_before_any_approval,https://jobs.hyperisland.com/company/georgiana-al-usa,jobs.hyperisland.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; 1 form(s), 31 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:322,200,yes,https://jobs.hyperisland.com/company/georgiana-al-usa,jobs.hyperisland.com,1,31,yes,no,no,yes,no,no,no,no,no,,2026-05-22T08:43:27.131Z
p2-003,297,323,P2,verify_directory_fit_before_any_approval,https://jonnegroni.com/2017/11/20/cinemaholics-review-justice-league-punisher,jonnegroni.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 3 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:323,200,yes,https://jonnegroni.com/2017/11/20/cinemaholics-review-justice-league-punisher/,jonnegroni.com,3,14,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:43:30.652Z
p2-003,298,327,P2,verify_directory_fit_before_any_approval,http://www.kcn.ne.jp/~gorosan/cgi-bin/diarypro/diary.cgi?mode=comment&no=97,kcn.ne.jp,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:327,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:43:33.866Z
p2-003,299,328,P2,verify_directory_fit_before_any_approval,http://www.kt.rim.or.jp/~youie/cgi-bin/nanmeri/nanmeri.cgi?mode=comment&no=224,kt.rim.or.jp,,approved | reject_not_directory | reject_not_submit | reject_paid,review_possible_submit_form,needs_manual_check,medium,approved,manual_confirm_public_free_submit_form_before_approval,"form, submit signal, and directory/listing signal found; evidence: 1 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; if manually confirmed, use approved with reviewer notes",,"form, submit signal, and directory/listing signal found",yes,review_row:328,200,yes,http://www.kt.rim.or.jp/~youie/cgi-bin/nanmeri/nanmeri.cgi?mode=comment&no=224,kt.rim.or.jp,1,16,yes,no,yes,no,no,no,no,no,no,,2026-05-22T08:43:34.886Z
p2-003,300,329,P2,verify_directory_fit_before_any_approval,http://www.kt.rim.or.jp/~youie/cgi-bin/nanmeri/nanmeri.cgi?mode=comment&no=239,kt.rim.or.jp,,approved | reject_not_directory | reject_not_submit | reject_paid,review_possible_submit_form,needs_manual_check,medium,approved,manual_confirm_public_free_submit_form_before_approval,"form, submit signal, and directory/listing signal found; evidence: 1 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; if manually confirmed, use approved with reviewer notes",,"form, submit signal, and directory/listing signal found",yes,review_row:329,200,yes,http://www.kt.rim.or.jp/~youie/cgi-bin/nanmeri/nanmeri.cgi?mode=comment&no=239,kt.rim.or.jp,1,16,yes,no,yes,no,no,no,no,no,no,,2026-05-22T08:43:37.703Z
